ID,Label
10216,0
10217,0
10218,1
10219,0
10220,0
10221,0
10222,0
10223,1
10224,1
10225,0
10226,0
10227,0
10228,0
10229,1
10230,0
10231,0
10232,0
10233,0
10234,1
10235,0
10236,1
10237,0
10238,0
10239,0
10240,0
10241,1
10242,0
10243,1
10244,1
10245,0
10246,1
10247,0
10248,1
10249,1
10250,1
10251,1
10252,1
10253,0
10254,0
10255,1
10256,1
10257,1
10258,0
10259,1
10260,1
10261,0
10262,1
10263,0
10264,1
10265,1
10266,0
10267,0
10268,1
10269,1
10270,1
10271,0
10272,1
10273,1
10274,0
10275,0
10276,1
10277,0
10278,0
10279,0
10280,1
10281,1
10282,0
10283,0
10284,1
10285,1
10286,0
10287,0
10288,1
10289,1
10290,1
10291,1
10292,0
10293,1
10294,1
10295,0
10296,1
10297,0
10298,1
10299,1
10300,0
10301,0
10302,0
10303,0
10304,0
10305,0
10306,0
10307,0
10308,0
10309,1
10310,1
10311,1
10312,1
10313,0
10314,0
10315,0
10316,0
10317,1
10318,0
10319,0
10320,0
10321,0
10322,1
10323,0
10324,1
10325,1
10326,1
10327,0
10328,1
10329,0
10330,0
10331,1
10332,0
10333,1
10334,1
10335,0
10336,1
10337,0
10338,0
10339,1
10340,1
10341,0
10342,0
10343,1
10344,0
10345,1
10346,1
10347,0
10348,0
10349,0
10350,0
10351,1
10352,0
10353,1
10354,0
10355,0
10356,1
10357,1
10358,1
10359,0
10360,0
10361,0
10362,0
10363,1
10364,0
10365,1
10366,1
10367,1
10368,0
10369,0
10370,1
10371,1
10372,1
10373,1
10374,0
10375,0
10376,1
10377,0
10378,1
10379,1
10380,1
10381,1
10382,1
10383,1
10384,1
10385,0
10386,0
10387,0
10388,1
10389,0
10390,0
10391,1
10392,1
10393,1
10394,1
10395,0
10396,1
10397,0
10398,0
10399,1
10400,0
10401,1
10402,1
10403,0
10404,1
10405,1
10406,0
10407,0
10408,0
10409,1
10410,1
10411,0
10412,0
10413,0
10414,0
10415,1
10416,0
10417,1
10418,1
10419,1
10420,1
10421,0
10422,1
10423,0
10424,1
10425,0
10426,1
10427,1
10428,0
10429,0
10430,0
10431,0
10432,1
10433,0
10434,0
10435,0
10436,0
10437,0
10438,0
10439,0
10440,0
10441,1
10442,1
10443,0
10444,0
10445,0
10446,1
10447,1
10448,1
10449,1
10450,0
10451,1
10452,0
10453,1
10454,0
10455,1
10456,1
10457,1
10458,1
10459,1
10460,0
10461,1
10462,0
10463,1
10464,0
10465,0
10466,1
10467,0
10468,0
10469,1
10470,0
10471,0
10472,0
10473,1
10474,0
10475,0
10476,1
10477,0
10478,1
10479,0
10480,0
10481,1
10482,0
10483,0
10484,1
10485,1
10486,0
10487,0
10488,1
10489,1
10490,0
10491,1
10492,1
10493,1
10494,0
10495,0
10496,1
10497,0
10498,0
10499,1
10500,0
10501,1
10502,1
10503,0
10504,1
10505,0
10506,1
10507,0
10508,1
10509,0
10510,1
10511,1
10512,0
10513,0
10514,1
10515,0
10516,0
10517,0
10518,1
10519,0
10520,1
10521,1
10522,1
10523,0
10524,0
10525,0
10526,1
10527,0
10528,0
10529,0
10530,1
10531,1
10532,0
10533,0
10534,1
10535,0
10536,0
10537,0
10538,1
10539,1
10540,1
10541,1
10542,0
10543,0
10544,1
10545,1
10546,1
10547,1
10548,0
10549,0
10550,1
10551,1
10552,1
10553,1
10554,0
10555,1
10556,0
10557,0
10558,0
10559,0
10560,1
10561,1
10562,1
10563,1
10564,0
10565,0
10566,0
10567,0
10568,0
10569,1
10570,0
10571,0
10572,0
10573,1
10574,1
10575,0
10576,1
10577,1
10578,1
10579,0
10580,1
10581,0
10582,1
10583,1
10584,0
10585,0
10586,1
10587,1
10588,0
10589,1
10590,0
10591,1
10592,0
10593,1
10594,0
10595,1
10596,0
10597,1
10598,1
10599,1
10600,0
10601,0
10602,1
10603,1
10604,0
10605,1
10606,0
10607,1
10608,1
10609,0
10610,1
10611,0
10612,1
10613,1
10614,0
10615,0
10616,1
10617,0
10618,0
10619,1
10620,0
10621,1
10622,0
10623,0
10624,1
10625,1
10626,1
10627,0
10628,0
10629,0
10630,0
10631,1
10632,1
10633,0
10634,0
10635,0
10636,1
10637,1
10638,1
10639,0
10640,1
10641,1
10642,0
10643,1
10644,1
10645,0
10646,1
10647,0
10648,0
10649,0
10650,1
10651,1
10652,1
10653,1
10654,0
10655,0
10656,0
10657,1
10658,0
10659,1
10660,0
10661,0
10662,0
10663,0
10664,1
10665,0
10666,1
10667,1
10668,1
10669,1
10670,1
10671,1
10672,1
10673,0
10674,1
10675,1
10676,1
10677,0
10678,1
10679,0
10680,0
10681,0
10682,0
10683,0
10684,0
10685,1
10686,1
10687,0
10688,0
10689,0
10690,0
10691,0
10692,1
10693,1
10694,0
10695,1
10696,0
10697,0
10698,1
10699,0
10700,1
10701,1
10702,0
10703,0
10704,1
10705,0
10706,1
10707,0
10708,0
10709,0
10710,0
10711,0
10712,1
10713,1
10714,1
10715,0
10716,0
10717,0
10718,0
10719,0
10720,1
10721,0
10722,0
10723,0
10724,1
10725,1
10726,1
10727,0
10728,1
10729,1
10730,0
10731,0
10732,1
10733,0
10734,0
10735,0
10736,1
10737,1
10738,1
10739,1
10740,0
10741,1
10742,0
10743,1
10744,0
10745,1
10746,1
10747,1
10748,1
10749,1
10750,0
10751,1
10752,0
10753,1
10754,0
10755,0
10756,1
10757,0
10758,1
10759,1
10760,1
10761,1
10762,1
10763,0
10764,1
10765,0
10766,0
10767,0
10768,0
10769,1
10770,1
10771,1
10772,0
10773,1
10774,0
10775,1
10776,0
10777,0
10778,1
10779,1
10780,1
10781,1
10782,0
10783,1
10784,1
10785,1
10786,1
10787,0
10788,0
10789,0
10790,0
10791,0
10792,1
10793,1
10794,1
10795,0
10796,0
10797,1
10798,0
10799,1
10800,0
10801,1
10802,0
10803,0
10804,1
10805,0
10806,0
10807,0
10808,1
10809,0
10810,1
10811,1
10812,0
10813,1
10814,1
10815,0
10816,0
10817,0
10818,1
10819,1
10820,0
10821,1
10822,1
10823,0
10824,1
10825,0
10826,1
10827,1
10828,1
10829,0
10830,1
10831,0
10832,1
10833,1
10834,1
10835,0
10836,0
10837,0
10838,0
10839,0
10840,1
10841,0
10842,0
10843,0
10844,0
10845,1
10846,1
10847,1
10848,0
10849,0
10850,1
10851,0
10852,1
10853,0
10854,1
10855,1
10856,1
10857,1
10858,0
10859,0
10860,0
10861,1
10862,0
10863,1
10864,1
10865,1
10866,0
10867,0
10868,0
10869,0
10870,0
10871,0
10872,1
10873,1
10874,1
10875,0
10876,0
10877,1
10878,0
10879,0
10880,1
10881,1
10882,1
10883,0
10884,1
10885,0
10886,0
10887,0
10888,1
10889,0
10890,1
10891,0
10892,0
10893,0
10894,1
10895,1
10896,1
10897,0
10898,1
10899,0
10900,1
10901,1
10902,1
10903,0
10904,1
10905,0
10906,1
10907,1
10908,1
10909,0
10910,0
10911,0
10912,1
10913,0
10914,0
10915,1
10916,1
10917,0
10918,0
10919,0
10920,0
10921,1
10922,1
10923,1
10924,1
10925,0
10926,1
10927,0
10928,0
10929,0
10930,0
10931,0
10932,1
10933,0
10934,0
10935,0
10936,0
10937,0
10938,1
10939,0
10940,1
10941,0
10942,1
10943,0
10944,1
10945,0
10946,1
10947,1
10948,1
10949,1
10950,0
10951,0
10952,1
10953,0
10954,1
10955,1
10956,0
10957,0
10958,1
10959,0
10960,1
10961,1
10962,0
10963,1
10964,1
10965,1
10966,0
10967,1
10968,1
10969,0
10970,0
10971,0
10972,0
10973,0
10974,1
10975,0
10976,0
10977,1
10978,0
10979,1
10980,0
10981,0
10982,0
10983,0
10984,0
10985,1
10986,0
10987,1
10988,0
10989,1
10990,0
10991,1
10992,1
10993,1
10994,0
10995,1
10996,0
10997,0
10998,0
10999,0
11000,0
11001,1
11002,0
11003,0
11004,1
11005,1
11006,1
11007,1
11008,0
11009,0
11010,0
11011,0
11012,1
11013,0
11014,0
11015,1
11016,1
11017,0
11018,1
11019,1
11020,0
11021,0
11022,1
11023,1
11024,0
11025,1
11026,0
11027,0
11028,0
11029,1
11030,0
11031,1
11032,0
11033,0
11034,0
11035,1
11036,0
11037,0
11038,0
11039,0
11040,0
11041,0
11042,0
11043,0
11044,0
11045,0
11046,1
11047,0
11048,0
11049,0
11050,1
11051,1
11052,1
11053,0
11054,0
11055,0
11056,1
11057,0
11058,1
11059,0
11060,1
11061,1
11062,1
11063,0
11064,1
11065,1
11066,1
11067,1
11068,0
11069,0
11070,0
11071,1
11072,1
11073,1
11074,1
11075,1
11076,1
11077,0
11078,1
11079,1
11080,0
11081,1
11082,1
11083,1
11084,0
11085,1
11086,0
11087,0
11088,1
11089,0
11090,0
11091,1
11092,1
11093,0
11094,0
11095,0
11096,1
11097,1
11098,1
11099,1
11100,1
11101,1
11102,1
11103,0
11104,0
11105,0
11106,0
11107,0
11108,1
11109,0
11110,1
11111,1
11112,1
11113,1
11114,1
11115,0
11116,0
11117,1
11118,0
11119,1
11120,1
11121,0
11122,1
11123,0
11124,1
11125,1
11126,0
11127,0
11128,1
11129,1
11130,1
11131,0
11132,1
11133,0
11134,1
11135,1
11136,0
11137,0
11138,1
11139,0
11140,0
11141,1
11142,0
11143,1
11144,1
11145,0
11146,0
11147,0
11148,1
11149,1
11150,0
11151,0
11152,1
11153,1
11154,1
11155,0
11156,1
11157,1
11158,0
11159,1
11160,1
11161,0
11162,1
11163,1
11164,1
11165,0
11166,0
11167,0
11168,0
11169,1
11170,0
11171,0
11172,0
11173,0
11174,0
11175,0
11176,0
11177,1
11178,0
11179,0
11180,1
11181,1
11182,1
11183,0
11184,1
11185,1
11186,1
11187,0
11188,0
11189,1
11190,0
11191,1
11192,1
11193,0
11194,1
11195,1
11196,0
11197,0
11198,0
11199,1
11200,0
11201,0
11202,1
11203,1
11204,1
11205,0
11206,0
11207,0
11208,0
11209,0
11210,0
11211,0
11212,1
11213,1
11214,0
11215,0
11216,1
11217,0
11218,0
11219,1
11220,1
11221,0
11222,1
11223,1
11224,0
11225,1
11226,1
11227,1
11228,0
11229,1
11230,1
11231,1
11232,0
11233,1
11234,1
11235,1
11236,1
11237,1
11238,1
11239,1
11240,1
11241,1
11242,1
11243,1
11244,0
11245,0
11246,1
11247,1
11248,1
11249,0
11250,0
11251,1
11252,0
11253,1
11254,0
11255,1
11256,1
11257,1
11258,0
11259,1
11260,1
11261,0
11262,0
11263,0
11264,0
11265,0
11266,1
11267,1
11268,0
11269,1
11270,1
11271,0
11272,0
11273,1
11274,1
11275,1
11276,1
11277,0
11278,1
11279,1
11280,1
11281,1
11282,1
11283,1
11284,1
11285,0
11286,0
11287,0
11288,1
11289,1
11290,1
11291,1
11292,1
11293,1
11294,0
11295,0
11296,0
11297,1
11298,1
11299,0
11300,0
11301,0
11302,1
11303,0
11304,1
11305,1
11306,1
11307,1
11308,0
11309,1
11310,1
11311,0
11312,0
11313,1
11314,0
11315,0
11316,1
11317,1
11318,1
11319,1
11320,1
11321,1
11322,1
11323,1
11324,1
11325,0
11326,0
11327,1
11328,1
11329,1
11330,1
11331,1
11332,0
11333,0
11334,0
11335,1
11336,1
11337,1
11338,0
11339,0
11340,1
11341,0
11342,1
11343,1
11344,1
11345,1
11346,0
11347,0
11348,1
11349,0
11350,1
11351,0
11352,1
11353,0
11354,0
11355,0
11356,0
11357,0
11358,0
11359,0
11360,1
11361,0
11362,0
11363,1
11364,0
11365,1
11366,1
11367,1
11368,1
11369,0
11370,0
11371,1
11372,0
11373,0
11374,1
11375,1
11376,0
11377,0
11378,0
11379,1
11380,1
11381,0
11382,0
11383,1
11384,1
11385,1
11386,0
11387,1
11388,1
11389,1
11390,0
11391,1
11392,0
11393,0
11394,1
11395,1
11396,1
11397,1
11398,1
11399,1
11400,1
11401,0
11402,0
11403,0
11404,0
11405,0
11406,0
11407,0
11408,1
11409,0
11410,1
11411,0
11412,1
11413,1
11414,1
11415,1
11416,0
11417,0
11418,1
11419,0
11420,0
11421,1
11422,0
11423,1
11424,1
11425,1
11426,0
11427,1
11428,0
11429,0
11430,0
11431,1
11432,0
11433,1
11434,1
11435,0
11436,0
11437,1
11438,0
11439,1
11440,0
11441,1
11442,1
11443,0
11444,1
11445,0
11446,0
11447,0
11448,0
11449,1
11450,1
11451,0
11452,1
11453,0
11454,1
11455,1
11456,0
11457,0
11458,1
11459,1
11460,0
11461,0
11462,0
11463,1
11464,0
11465,1
11466,0
11467,1
11468,0
11469,0
11470,0
11471,0
11472,1
11473,0
11474,1
11475,0
11476,0
11477,0
11478,0
11479,1
11480,0
11481,0
11482,1
11483,1
11484,1
11485,1
11486,1
11487,0
11488,1
11489,1
11490,1
11491,1
11492,1
11493,0
11494,0
11495,1
11496,1
11497,1
11498,1
11499,0
11500,0
11501,0
11502,1
11503,0
11504,0
11505,0
11506,1
11507,0
11508,1
11509,0
11510,1
11511,0
11512,0
11513,0
11514,1
11515,1
11516,1
11517,0
11518,0
11519,0
11520,1
11521,1
11522,1
11523,1
11524,1
11525,1
11526,0
11527,1
11528,0
11529,1
11530,1
11531,0
11532,1
11533,0
11534,0
11535,1
11536,1
11537,0
11538,0
11539,0
11540,0
11541,0
11542,0
11543,0
11544,1
11545,0
11546,1
11547,1
11548,1
11549,0
11550,1
11551,0
11552,0
11553,1
11554,1
11555,0
11556,1
11557,0
11558,1
11559,1
11560,0
11561,1
11562,1
11563,1
11564,0
11565,1
11566,1
11567,1
11568,0
11569,1
11570,0
11571,1
11572,0
11573,1
11574,0
11575,1
11576,0
11577,1
11578,0
11579,0
11580,0
11581,1
11582,0
11583,1
11584,1
11585,1
11586,1
11587,0
11588,0
11589,1
11590,0
11591,0
11592,1
11593,1
11594,1
11595,0
11596,0
11597,0
11598,1
11599,1
11600,0
11601,0
11602,1
11603,1
11604,0
11605,1
11606,1
11607,1
11608,0
11609,1
11610,1
11611,1
11612,0
11613,1
11614,0
11615,1
11616,1
11617,1
11618,1
11619,0
11620,1
11621,0
11622,0
11623,0
11624,0
11625,1
11626,0
11627,0
11628,1
11629,1
11630,1
11631,1
11632,1
11633,1
11634,0
11635,0
11636,1
11637,0
11638,1
11639,1
11640,1
11641,1
11642,0
11643,0
11644,0
11645,0
11646,1
11647,0
11648,0
11649,0
11650,1
11651,0
11652,0
11653,0
11654,1
11655,0
11656,0
11657,0
11658,0
11659,0
11660,0
11661,0
11662,1
11663,0
11664,0
11665,1
11666,1
11667,0
11668,0
11669,0
11670,1
11671,0
11672,0
11673,1
11674,1
11675,0
11676,1
11677,1
11678,0
11679,1
11680,1
11681,1
11682,1
11683,0
11684,1
11685,0
11686,1
11687,1
11688,1
11689,0
11690,0
11691,1
11692,1
11693,1
11694,1
11695,1
11696,1
11697,1
11698,1
11699,1
11700,1
11701,1
11702,0
11703,0
11704,0
11705,1
11706,1
11707,1
11708,0
11709,0
11710,1
11711,1
11712,0
11713,0
11714,1
11715,0
11716,1
11717,1
11718,1
11719,1
11720,0
11721,1
11722,1
11723,0
11724,0
11725,0
11726,0
11727,1
11728,0
11729,1
11730,0
11731,0
11732,0
11733,0
11734,1
11735,1
11736,0
11737,0
11738,1
11739,1
11740,1
11741,0
11742,0
11743,0
11744,0
11745,0
11746,0
11747,0
11748,1
11749,0
11750,1
11751,0
11752,1
11753,1
11754,1
11755,1
11756,0
11757,0
11758,1
11759,0
11760,0
11761,1
11762,0
11763,1
11764,1
11765,1
11766,0
11767,1
11768,0
11769,0
11770,0
11771,1
11772,0
11773,1
11774,1
11775,0
11776,0
11777,1
11778,0
11779,1
11780,0
11781,1
11782,1
11783,0
11784,1
11785,0
11786,0
11787,0
11788,0
11789,1
11790,1
11791,0
11792,1
11793,0
11794,1
11795,1
11796,0
11797,0
11798,1
11799,1
11800,0
11801,0
11802,0
11803,1
11804,0
11805,1
11806,0
11807,1
11808,0
11809,0
11810,0
11811,0
11812,1
11813,0
11814,1
11815,0
11816,0
11817,0
11818,0
11819,1
11820,0
11821,0
11822,1
11823,1
11824,1
11825,1
11826,1
11827,0
11828,1
11829,1
11830,1
11831,1
11832,1
11833,0
11834,0
11835,1
11836,1
11837,1
11838,1
11839,0
11840,0
11841,0
11842,1
11843,0
11844,0
11845,0
11846,1
11847,0
11848,1
11849,0
11850,1
11851,0
11852,0
11853,0
11854,1
11855,1
11856,1
11857,0
11858,0
11859,0
11860,1
11861,1
11862,1
11863,1
11864,1
11865,1
11866,0
11867,1
11868,0
11869,1
11870,1
11871,0
11872,1
11873,0
11874,0
11875,1
11876,1
11877,0
11878,0
11879,0
11880,0
11881,0
11882,0
11883,0
11884,1
11885,0
11886,1
11887,1
11888,1
11889,0
11890,1
11891,0
11892,0
11893,1
11894,1
11895,0
11896,1
11897,0
11898,1
11899,1
11900,0
11901,1
11902,1
11903,1
11904,0
11905,1
11906,1
11907,1
11908,0
11909,1
11910,0
11911,1
11912,0
11913,1
11914,0
11915,1
11916,0
11917,1
11918,0
11919,0
11920,0
11921,1
11922,0
11923,1
11924,1
11925,1
11926,1
11927,0
11928,0
11929,1
11930,0
11931,0
11932,1
11933,1
11934,1
11935,0
11936,0
11937,0
11938,1
11939,1
11940,0
11941,0
11942,1
11943,1
11944,0
11945,1
11946,1
11947,1
11948,0
11949,1
11950,1
11951,1
11952,0
11953,1
11954,0
11955,1
11956,1
11957,1
11958,1
11959,0
11960,1
11961,0
11962,0
11963,0
11964,0
11965,1
11966,0
11967,0
11968,1
11969,1
11970,1
11971,1
11972,1
11973,1
11974,0
11975,0
11976,1
11977,0
11978,1
11979,1
11980,1
11981,1
11982,0
11983,0
11984,0
11985,0
11986,1
11987,0
11988,0
11989,0
11990,1
11991,0
11992,0
11993,0
11994,1
11995,0
11996,0
11997,0
11998,0
11999,0
