ID,Label
10522,1
10523,0
10524,1
10525,0
10526,1
10527,0
10528,0
10529,1
10530,1
10531,1
10532,1
10533,1
10534,0
10535,0
10536,0
10537,0
10538,1
10539,1
10540,0
10541,1
10542,1
10543,0
10544,0
10545,1
10546,1
10547,1
10548,0
10549,0
10550,1
10551,0
10552,0
10553,1
10554,1
10555,1
10556,1
10557,0
10558,1
10559,1
10560,1
10561,0
10562,0
10563,0
10564,1
10565,1
10566,0
10567,0
10568,0
10569,1
10570,1
10571,1
10572,1
10573,1
10574,1
10575,1
10576,0
10577,0
10578,0
10579,1
10580,0
10581,0
10582,1
10583,1
10584,0
10585,0
10586,1
10587,1
10588,0
10589,0
10590,0
10591,1
10592,0
10593,1
10594,1
10595,1
10596,0
10597,1
10598,0
10599,0
10600,1
10601,0
10602,1
10603,0
10604,1
10605,0
10606,1
10607,1
10608,0
10609,1
10610,0
10611,1
10612,1
10613,0
10614,0
10615,1
10616,0
10617,0
10618,1
10619,0
10620,0
10621,1
10622,1
10623,0
10624,0
10625,0
10626,0
10627,1
10628,1
10629,1
10630,1
10631,0
10632,0
10633,0
10634,1
10635,1
10636,1
10637,1
10638,0
10639,1
10640,0
10641,1
10642,0
10643,1
10644,0
10645,1
10646,0
10647,0
10648,0
10649,1
10650,0
10651,1
10652,1
10653,1
10654,1
10655,1
10656,0
10657,0
10658,0
10659,1
10660,0
10661,0
10662,1
10663,1
10664,0
10665,1
10666,0
10667,1
10668,0
10669,0
10670,0
10671,1
10672,0
10673,1
10674,1
10675,1
10676,1
10677,1
10678,0
10679,0
10680,0
10681,0
10682,0
10683,1
10684,0
10685,1
10686,1
10687,0
10688,1
10689,1
10690,1
10691,1
10692,0
10693,1
10694,0
10695,1
10696,1
10697,0
10698,0
10699,0
10700,0
10701,1
10702,0
10703,1
10704,1
10705,0
10706,0
10707,1
10708,0
10709,0
10710,1
10711,0
10712,1
10713,0
10714,1
10715,1
10716,0
10717,0
10718,1
10719,0
10720,0
10721,1
10722,0
10723,1
10724,0
10725,0
10726,0
10727,0
10728,1
10729,0
10730,1
10731,0
10732,0
10733,0
10734,1
10735,1
10736,1
10737,0
10738,0
10739,0
10740,0
10741,0
10742,0
10743,0
10744,1
10745,1
10746,1
10747,0
10748,0
10749,1
10750,0
10751,0
10752,0
10753,0
10754,1
10755,0
10756,0
10757,1
10758,1
10759,0
10760,0
10761,0
10762,0
10763,1
10764,1
10765,0
10766,1
10767,1
10768,1
10769,1
10770,0
10771,0
10772,0
10773,1
10774,1
10775,1
10776,1
10777,0
10778,1
10779,1
10780,0
10781,1
10782,1
10783,0
10784,1
10785,1
10786,0
10787,0
10788,0
10789,1
10790,1
10791,1
10792,1
10793,1
10794,1
10795,0
10796,0
10797,0
10798,1
10799,0
10800,1
10801,1
10802,1
10803,1
10804,0
10805,1
10806,0
10807,0
10808,1
10809,1
10810,1
10811,1
10812,1
10813,0
10814,0
10815,1
10816,0
10817,0
10818,0
10819,1
10820,0
10821,0
10822,0
10823,1
10824,0
10825,0
10826,0
10827,0
10828,0
10829,1
10830,0
10831,0
10832,1
10833,1
10834,1
10835,0
10836,0
10837,0
10838,1
10839,1
10840,1
10841,1
10842,0
10843,0
10844,0
10845,0
10846,0
10847,0
10848,0
10849,0
10850,0
10851,1
10852,0
10853,1
10854,1
10855,1
10856,1
10857,0
10858,1
10859,0
10860,0
10861,0
10862,0
10863,1
10864,0
10865,0
10866,1
10867,1
10868,0
10869,0
10870,1
10871,0
10872,1
10873,0
10874,1
10875,1
10876,0
10877,0
10878,0
10879,1
10880,1
10881,0
10882,1
10883,0
10884,1
10885,1
10886,0
10887,0
10888,1
10889,1
10890,0
10891,0
10892,0
10893,1
10894,1
10895,0
10896,1
10897,1
10898,0
10899,1
10900,1
10901,0
10902,0
10903,1
10904,0
10905,0
10906,1
10907,1
10908,1
10909,0
10910,1
10911,1
10912,0
10913,0
10914,0
10915,0
10916,1
10917,1
10918,1
10919,0
10920,1
10921,1
10922,1
10923,1
10924,1
10925,0
10926,1
10927,0
10928,0
10929,0
10930,0
10931,1
10932,0
10933,1
10934,1
10935,0
10936,0
10937,0
10938,0
10939,1
10940,0
10941,1
10942,0
10943,1
10944,0
10945,1
10946,0
10947,0
10948,1
10949,1
10950,1
10951,1
10952,1
10953,1
10954,0
10955,1
10956,0
10957,0
10958,1
10959,0
10960,0
10961,1
10962,0
10963,0
10964,1
10965,1
10966,0
10967,0
10968,0
10969,1
10970,0
10971,1
10972,0
10973,1
10974,1
10975,0
10976,0
10977,1
10978,0
10979,1
10980,1
10981,1
10982,0
10983,0
10984,0
10985,1
10986,0
10987,1
10988,0
10989,1
10990,0
10991,1
10992,0
10993,1
10994,0
10995,1
10996,0
10997,0
10998,1
10999,0
11000,0
11001,1
11002,0
11003,1
11004,1
11005,0
11006,0
11007,1
11008,0
11009,1
11010,0
11011,0
11012,1
11013,1
11014,0
11015,0
11016,1
11017,0
11018,1
11019,0
11020,1
11021,1
11022,0
11023,0
11024,0
11025,1
11026,0
11027,0
11028,1
11029,1
11030,0
11031,1
11032,0
11033,1
11034,0
11035,0
11036,1
11037,1
11038,0
11039,1
11040,0
11041,0
11042,0
11043,0
11044,0
11045,1
11046,1
11047,0
11048,0
11049,0
11050,0
11051,0
11052,0
11053,0
11054,0
11055,1
11056,0
11057,1
11058,0
11059,1
11060,1
11061,1
11062,1
11063,1
11064,1
11065,0
11066,0
11067,0
11068,0
11069,1
11070,1
11071,1
11072,1
11073,1
11074,0
11075,0
11076,1
11077,1
11078,0
11079,1
11080,1
11081,0
11082,1
11083,1
11084,1
11085,0
11086,1
11087,0
11088,1
11089,1
11090,1
11091,0
11092,1
11093,1
11094,0
11095,0
11096,0
11097,1
11098,0
11099,0
11100,0
11101,1
11102,1
11103,0
11104,0
11105,0
11106,0
11107,1
11108,0
11109,0
11110,0
11111,0
11112,0
11113,0
11114,1
11115,1
11116,1
11117,0
11118,1
11119,1
11120,0
11121,1
11122,1
11123,1
11124,1
11125,0
11126,0
11127,1
11128,0
11129,1
11130,0
11131,1
11132,0
11133,1
11134,1
11135,0
11136,0
11137,0
11138,0
11139,0
11140,0
11141,0
11142,0
11143,1
11144,0
11145,1
11146,1
11147,0
11148,0
11149,1
11150,1
11151,0
11152,0
11153,1
11154,0
11155,1
11156,0
11157,0
11158,1
11159,0
11160,1
11161,0
11162,0
11163,0
11164,0
11165,0
11166,1
11167,1
11168,1
11169,0
11170,0
11171,0
11172,0
11173,1
11174,0
11175,0
11176,1
11177,0
11178,0
11179,0
11180,0
11181,1
11182,1
11183,1
11184,0
11185,1
11186,1
11187,0
11188,0
11189,1
11190,1
11191,0
11192,1
11193,0
11194,1
11195,0
11196,0
11197,0
11198,0
11199,1
11200,1
11201,0
11202,1
11203,1
11204,1
11205,0
11206,0
11207,0
11208,1
11209,1
11210,1
11211,0
11212,0
11213,0
11214,1
11215,1
11216,0
11217,0
11218,0
11219,0
11220,1
11221,0
11222,0
11223,0
11224,1
11225,1
11226,0
11227,1
11228,0
11229,0
11230,1
11231,1
11232,0
11233,1
11234,1
11235,0
11236,0
11237,0
11238,0
11239,0
11240,1
11241,0
11242,0
11243,0
11244,0
11245,0
11246,1
11247,1
11248,1
11249,0
11250,0
11251,1
11252,0
11253,0
11254,0
11255,1
11256,0
11257,1
11258,1
11259,0
11260,1
11261,0
11262,1
11263,0
11264,0
11265,1
11266,1
11267,1
11268,0
11269,1
11270,0
11271,0
11272,0
11273,1
11274,0
11275,1
11276,0
11277,1
11278,1
11279,1
11280,1
11281,1
11282,0
11283,1
11284,1
11285,0
11286,0
11287,1
11288,0
11289,0
11290,1
11291,1
11292,1
11293,1
11294,1
11295,0
11296,0
11297,1
11298,0
11299,1
11300,1
11301,0
11302,0
11303,1
11304,1
11305,0
11306,1
11307,0
11308,1
11309,0
11310,1
11311,0
11312,1
11313,1
11314,1
11315,1
11316,1
11317,0
11318,1
11319,1
11320,0
11321,1
11322,1
11323,1
11324,0
11325,0
11326,0
11327,0
11328,1
11329,0
11330,0
11331,0
11332,0
11333,0
11334,1
11335,0
11336,0
11337,0
11338,1
11339,0
11340,0
11341,1
11342,1
11343,0
11344,1
11345,0
11346,0
11347,0
11348,0
11349,0
11350,1
11351,1
11352,0
11353,0
11354,0
11355,1
11356,1
11357,1
11358,1
11359,0
11360,0
11361,1
11362,0
11363,1
11364,1
11365,0
11366,0
11367,1
11368,1
11369,1
11370,1
11371,0
11372,0
11373,1
11374,0
11375,0
11376,1
11377,1
11378,1
11379,0
11380,1
11381,1
11382,1
11383,1
11384,0
11385,0
11386,1
11387,1
11388,0
11389,1
11390,1
11391,0
11392,0
11393,0
11394,1
11395,1
11396,0
11397,0
11398,0
11399,1
11400,0
11401,0
11402,1
11403,0
11404,0
11405,0
11406,0
11407,0
11408,0
11409,0
11410,1
11411,1
11412,0
11413,0
11414,0
11415,1
11416,1
11417,0
11418,0
11419,1
11420,0
11421,0
11422,0
11423,0
11424,0
11425,0
11426,1
11427,0
11428,0
11429,0
11430,1
11431,1
11432,0
11433,0
11434,1
11435,1
11436,0
11437,0
11438,1
11439,1
11440,0
11441,0
11442,1
11443,1
11444,1
11445,0
11446,0
11447,0
11448,0
11449,0
11450,1
11451,1
11452,1
11453,1
11454,1
11455,0
11456,1
11457,1
11458,0
11459,1
11460,1
11461,1
11462,0
11463,1
11464,0
11465,0
11466,1
11467,0
11468,1
11469,0
11470,1
11471,0
11472,0
11473,0
11474,0
11475,0
11476,1
11477,0
11478,0
11479,0
11480,1
11481,0
11482,0
11483,0
11484,0
11485,0
11486,1
11487,1
11488,1
11489,0
11490,0
11491,0
11492,1
11493,1
11494,1
11495,1
11496,0
11497,1
11498,1
11499,1
11500,0
11501,1
11502,1
11503,1
11504,0
11505,0
11506,0
11507,0
11508,1
11509,0
11510,0
11511,1
11512,0
11513,1
11514,0
11515,0
11516,1
11517,1
11518,0
11519,0
11520,0
11521,1
11522,0
11523,0
11524,0
11525,1
11526,1
11527,0
11528,1
11529,1
11530,1
11531,1
11532,0
11533,1
11534,1
11535,0
11536,0
11537,0
11538,1
11539,0
11540,0
11541,0
11542,1
11543,0
11544,1
11545,0
11546,1
11547,1
11548,1
11549,0
11550,0
11551,0
11552,1
11553,0
11554,1
11555,0
11556,0
11557,1
11558,0
11559,1
11560,0
11561,0
11562,1
11563,0
11564,1
11565,1
11566,0
11567,1
11568,0
11569,0
11570,0
11571,1
11572,1
11573,1
11574,0
11575,0
11576,0
11577,0
11578,1
11579,1
11580,1
11581,0
11582,1
11583,1
11584,0
11585,1
11586,0
11587,0
11588,0
11589,1
11590,0
11591,0
11592,1
11593,1
11594,1
11595,0
11596,0
11597,0
11598,0
11599,1
11600,0
11601,0
11602,1
11603,0
11604,0
11605,1
11606,0
11607,0
11608,0
11609,0
11610,0
11611,1
11612,1
11613,1
11614,0
11615,1
11616,1
11617,0
11618,1
11619,1
11620,1
11621,1
11622,1
11623,1
11624,0
11625,0
11626,1
11627,1
11628,0
11629,0
11630,1
11631,1
11632,1
11633,1
11634,0
11635,1
11636,0
11637,0
11638,0
11639,1
11640,1
11641,1
11642,1
11643,0
11644,0
11645,1
11646,0
11647,0
11648,0
11649,1
11650,0
11651,0
11652,0
11653,0
11654,1
11655,0
11656,1
11657,1
11658,1
11659,0
11660,1
11661,0
11662,1
11663,1
11664,1
11665,0
11666,1
11667,0
11668,0
11669,1
11670,1
11671,0
11672,0
11673,0
11674,1
11675,1
11676,0
11677,0
11678,0
11679,1
11680,1
11681,0
11682,1
11683,1
11684,0
11685,1
11686,1
11687,0
11688,0
11689,0
11690,0
11691,1
11692,1
11693,0
11694,0
11695,0
11696,1
11697,1
11698,0
11699,0
11700,0
11701,0
11702,0
11703,1
11704,1
11705,1
11706,0
11707,1
11708,0
11709,0
11710,1
11711,0
11712,0
11713,0
11714,1
11715,1
11716,1
11717,1
11718,0
11719,0
11720,0
11721,1
11722,0
11723,0
11724,0
11725,1
11726,1
11727,0
11728,1
11729,1
11730,1
11731,0
11732,1
11733,0
11734,0
11735,1
11736,1
11737,0
11738,0
11739,0
11740,0
11741,0
11742,0
11743,1
11744,0
11745,1
11746,1
11747,0
11748,1
11749,1
11750,1
11751,0
11752,0
11753,1
11754,1
11755,0
11756,0
11757,0
11758,0
11759,0
11760,0
11761,0
11762,0
11763,1
11764,1
11765,1
11766,0
11767,0
11768,0
11769,1
11770,0
11771,1
11772,0
11773,0
11774,1
11775,0
11776,1
11777,0
11778,1
11779,1
11780,0
11781,1
11782,1
11783,1
11784,0
11785,1
11786,0
11787,1
11788,1
11789,0
11790,0
11791,1
11792,0
11793,0
11794,0
11795,1
11796,1
11797,0
11798,0
11799,0
11800,0
11801,0
11802,0
11803,1
11804,0
11805,0
11806,0
11807,1
11808,1
11809,0
11810,0
11811,1
11812,0
11813,0
11814,1
11815,1
11816,1
11817,0
11818,1
11819,0
11820,0
11821,0
11822,1
11823,1
11824,1
11825,0
11826,1
11827,1
11828,1
11829,1
11830,1
11831,0
11832,1
11833,0
11834,1
11835,0
11836,0
11837,1
11838,1
11839,1
11840,0
11841,0
11842,0
11843,1
11844,1
11845,0
11846,1
11847,1
11848,0
11849,0
11850,0
11851,0
11852,1
11853,1
11854,1
11855,1
11856,0
11857,1
11858,1
11859,1
11860,0
11861,1
11862,1
11863,1
11864,1
11865,1
11866,1
11867,1
11868,0
11869,0
11870,1
11871,0
11872,0
11873,0
11874,0
11875,0
11876,1
11877,1
11878,1
11879,1
11880,1
11881,1
11882,1
11883,0
11884,0
11885,0
11886,1
11887,1
11888,1
11889,1
11890,0
11891,1
11892,0
11893,0
11894,1
11895,1
11896,0
11897,0
11898,1
11899,0
11900,0
11901,1
11902,0
11903,1
11904,0
11905,1
11906,0
11907,0
11908,1
11909,1
11910,0
11911,1
11912,1
11913,1
11914,0
11915,0
11916,0
11917,0
11918,1
11919,0
11920,1
11921,1
11922,1
11923,0
11924,1
11925,0
11926,0
11927,0
11928,1
11929,1
11930,1
11931,0
11932,0
11933,0
11934,0
11935,0
11936,0
11937,0
11938,0
11939,1
11940,0
11941,0
11942,0
11943,1
11944,1
11945,1
11946,0
11947,1
11948,0
11949,0
11950,0
11951,0
11952,1
11953,0
11954,0
11955,1
11956,0
11957,0
11958,0
11959,0
11960,0
11961,0
11962,0
11963,0
11964,1
11965,1
11966,0
11967,1
11968,1
11969,1
11970,0
11971,0
11972,1
11973,0
11974,0
11975,0
11976,0
11977,0
11978,0
11979,0
11980,0
11981,0
11982,1
11983,0
11984,1
11985,0
11986,1
11987,0
11988,1
11989,0
11990,1
11991,1
11992,0
11993,0
11994,0
11995,1
11996,1
11997,0
11998,0
11999,0
